,id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
4724,114687,0,0,1.57,18,1.65,3,0.0,0.0,0,1
4725,114741,0,0,4.77,10,,0,3.2,0.5,6,1
4726,114760,1,1,2.45,0,,0,0.0,0.0,7,1
4727,114779,1,0,2.95,20,,0,0.0,0.0,4,1
4728,114817,1,1,3.93,0,,0,11.5,2.0,1,1
4729,114821,1,0,4.06,24,,0,6.4,0.5,0,1
4730,114835,1,1,8.63,15,1.54,0,144.3,5.2,0,1
4731,114852,0,0,1.3,14,0.0,0,0.0,0.0,0,1
4732,114856,1,1,2.4,0,,0,0.0,0.0,5,1
4733,114934,0,0,2.03,0,0.01,0,0.0,0.0,2,1
4734,114989,1,1,7.9,21,1.89,0,36.0,3.9,0,0
4735,115020,0,0,5.62,16,,0,29.9,2.4,0,1
4736,115042,0,0,1.66,11,,0,0.0,0.0,0,1
4737,115059,1,1,4.48,18,,4,7.0,1.1,0,1
4738,115068,0,0,3.26,22,0.0,0,23.2,1.2,0,1
4739,115116,1,1,3.29,0,,0,3.0,0.2,5,1
4740,115163,1,1,2.02,23,,1,0.0,0.0,0,1
4741,115221,1,1,3.01,14,,0,0.0,0.0,0,1
4742,115231,1,0,4.59,20,,0,19.8,1.0,0,1
4743,115243,1,1,1.49,18,1.36,0,0.0,0.0,2,1
4744,115246,1,1,3.96,0,,0,0.4,0.0,0,1
4745,115260,1,1,7.9,8,1.35,0,38.0,2.2,0,0
4746,115325,0,0,5.31,20,,0,0.0,0.0,0,1
4747,115349,1,1,7.9,15,1.42,0,33.2,1.3,0,0
4748,115359,1,1,3.76,0,,0,2.9,0.2,6,1
4749,115366,1,1,2.08,33,,0,0.0,0.0,4,1
4750,115368,1,1,1.5,0,0.0,0,0.0,0.0,0,1
4751,115370,1,1,1.35,9,0.65,1,0.0,0.0,0,1
4752,115373,0,0,1.5,19,1.46,1,0.0,0.0,0,1
4753,115374,0,0,2.1,23,1.12,0,0.0,0.0,0,1
4754,115376,1,1,2.45,0,,0,0.0,0.0,4,1
4755,115395,1,1,5.19,20,0.0,0,7.6,0.4,3,1
4756,115432,1,0,4.24,22,0.0,0,21.9,2.0,0,1
4757,115450,0,0,3.53,23,,0,7.8,0.5,0,1
4758,115463,0,0,1.66,7,,0,0.0,0.0,0,1
4759,115466,1,1,2.75,24,,0,0.0,0.0,0,1
4760,115489,0,0,4.09,24,,0,7.7,0.6,0,1
4761,115495,1,1,7.9,22,1.7,0,4.6,0.2,0,0
4762,115506,1,1,2.53,23,,1,0.0,0.0,0,1
4763,115524,0,0,2.77,14,,0,0.0,0.0,0,1
4764,115531,1,1,3.99,0,,0,2.1,0.2,0,1
4765,115545,0,0,1.05,12,,0,0.0,0.0,0,1
4766,115580,1,1,3.89,15,0.0,0,21.4,2.1,0,1
4767,115614,0,0,7.9,12,,0,2.7,0.1,0,0
4768,115615,1,1,2.04,0,,0,0.0,0.0,5,1
4769,115618,1,0,2.16,22,,0,0.0,0.0,0,1
4770,115622,1,1,3.29,0,,0,6.2,0.4,6,1
4771,115691,1,0,1.42,14,,0,0.0,0.0,0,1
4772,115692,1,0,3.92,0,,0,4.9,0.4,3,1
4773,115702,1,1,2.44,22,,0,0.0,0.0,0,1
4774,115785,0,0,1.9,22,,2,0.0,0.0,0,1
4775,115846,0,0,5.25,23,,0,6.3,1.1,0,1
4776,115849,1,0,7.16,22,,0,1.9,0.5,0,1
4777,115857,1,0,4.95,19,0.0,0,5.7,0.2,0,1
4778,115863,1,0,5.05,25,,0,26.4,1.1,0,1
4779,115865,1,1,2.68,11,,1,0.0,0.0,7,1
4780,115918,0,0,3.25,10,,0,0.0,0.0,0,1
4781,115919,1,0,5.09,24,,1,3.8,0.5,0,1
4782,115941,1,1,3.92,0,,2,5.2,0.3,7,1
4783,116032,1,1,1.58,0,0.0,0,0.0,0.0,0,1
4784,116085,1,0,6.45,81,,0,45.7,2.1,0,1
4785,116100,1,1,7.24,20,,0,1.2,0.1,0,1
4786,116118,1,0,6.25,22,0.0,0,4.8,0.2,0,1
4787,116216,1,1,7.89,10,1.39,0,31.3,2.1,0,0
4788,116247,0,0,4.61,20,,0,6.8,0.6,0,1
4789,116250,1,0,7.89,21,0.25,0,93.5,4.7,0,0
4790,116263,0,0,4.9,22,,0,100.0,102.0,0,1
4791,116334,1,1,7.89,15,1.07,3,44.4,3.2,0,0
4792,116345,1,1,2.07,0,,1,0.0,0.0,6,1
4793,116357,0,0,1.55,13,,0,0.0,0.0,0,1
4794,116375,0,0,2.87,21,,0,0.0,0.0,0,1
4795,116415,1,0,5.28,24,,2,3.1,0.3,0,1
4796,116447,1,1,6.52,24,,0,11.4,1.1,0,1
4797,116453,1,0,7.89,22,0.07,0,105.6,10.8,0,0
4798,116465,1,1,5.2,20,0.0,0,21.8,1.2,0,1
4799,116480,0,0,2.94,0,,0,0.0,0.0,1,1
4800,116509,1,0,2.63,0,,1,0.0,0.0,5,1
4801,116529,1,1,8.7,6,0.3,0,0.0,0.0,0,1
4802,116608,0,0,1.65,0,,0,0.0,0.0,7,1
4803,116678,1,1,2.64,21,,2,0.0,0.0,0,1
4804,116690,1,1,7.89,10,1.1,0,32.9,1.8,0,0
4805,116719,1,1,7.89,19,1.93,0,24.0,1.4,0,0
4806,116729,1,1,7.89,10,1.19,0,46.5,2.5,0,0
4807,116744,1,1,2.71,0,,0,0.0,0.0,3,1
4808,116798,1,1,7.89,21,0.27,1,26.5,1.7,0,0
4809,116816,1,0,2.73,0,,0,0.0,0.0,5,1
4810,116889,1,1,2.51,0,,0,0.0,0.0,6,1
4811,116965,1,1,1.57,0,0.0,0,0.0,0.0,0,1
4812,116988,1,1,7.88,20,0.05,0,8.6,0.6,0,0
4813,117012,0,0,3.76,24,,0,12.9,1.8,0,1
4814,117061,1,1,2.64,22,,0,0.0,0.0,0,1
4815,117080,0,0,1.86,0,,0,0.0,0.0,0,1
4816,117088,1,1,7.88,24,1.16,0,64.6,18.9,0,0
4817,117093,1,1,6.38,21,0.0,2,15.9,0.8,0,1
4818,117110,1,1,3.41,0,,0,1.2,0.2,3,1
4819,117127,1,0,7.88,24,1.82,0,96.2,6.4,0,0
4820,117157,1,1,2.05,22,,1,0.0,0.0,0,1
4821,117178,0,0,1.07,13,,0,0.0,0.0,0,1
4822,117251,1,0,2.21,13,,0,0.0,0.0,0,1
4823,117315,1,1,3.13,0,,3,2.2,0.3,6,1
4824,117355,1,1,2.12,21,,0,0.0,0.0,0,1
4825,117395,0,0,3.45,17,0.0,0,7.3,0.7,0,1
4826,117435,1,1,1.9,3,0.0,0,0.0,0.0,0,1
4827,117515,1,1,1.57,13,,0,0.0,0.0,0,1
4828,117533,0,0,3.27,24,,0,3.3,4.9,0,1
4829,117544,1,1,7.88,50,0.4,1,246.8,18.9,0,0
4830,117681,0,0,3.61,21,,0,3.3,0.1,0,1
4831,117684,1,1,6.5,32,,0,137.1,11.3,0,1
4832,117687,1,0,7.88,20,1.57,0,98.3,7.6,0,0
4833,117702,0,0,1.35,19,1.49,0,0.0,0.0,0,1
4834,117705,0,0,4.6,20,,0,21.3,1.4,0,1
4835,117745,1,1,7.88,15,1.91,0,25.9,2.5,0,0
4836,117758,1,1,7.88,15,1.35,1,140.4,7.6,0,0
4837,117854,1,1,7.88,24,1.93,0,83.6,3.0,0,0
4838,117880,0,0,2.51,0,0.0,0,0.0,0.0,7,1
4839,117899,1,0,2.35,23,0.0,0,0.0,0.0,0,1
4840,117900,1,1,2.01,23,,1,0.0,0.0,0,1
4841,117904,0,0,4.35,20,,0,5.7,0.5,0,1
4842,117925,1,0,6.42,24,,0,80.2,3.9,0,1
4843,117995,1,1,1.89,27,,0,0.0,0.0,0,1
4844,118009,0,0,2.33,12,,0,0.0,0.0,0,1
4845,118032,0,0,1.27,0,,0,0.0,0.0,6,1
4846,118053,1,0,5.17,28,,0,0.0,0.0,0,1
4847,118079,0,0,1.15,11,,0,0.0,0.0,0,1
4848,118114,1,0,7.03,22,0.0,0,5.2,0.7,0,1
4849,118123,1,1,1.56,0,0.0,0,0.0,0.0,0,1
4850,118180,1,1,2.04,21,,0,0.0,0.0,0,1
4851,118184,1,0,7.88,19,1.93,0,5.7,0.4,0,0
4852,118187,1,1,7.88,15,1.65,0,41.1,3.4,0,0
4853,118207,0,0,3.14,13,,0,8.6,1.4,0,1
4854,118216,1,0,1.56,0,,0,0.0,0.0,0,1
4855,118254,1,1,2.1,0,,0,0.0,0.0,2,1
4856,118262,1,1,6.02,23,,0,0.0,0.0,0,1
4857,118274,0,0,4.53,10,,0,0.7,0.0,0,1
4858,118322,1,0,2.43,24,,1,0.0,0.0,0,1
4859,118332,0,0,1.94,22,,2,0.0,0.0,0,1
4860,118342,1,1,3.87,0,,0,1.4,0.0,2,1
4861,118420,1,1,2.88,0,,0,0.0,0.0,2,1
4862,118422,1,1,7.88,20,1.92,0,127.9,29.2,0,0
4863,118440,0,0,1.56,0,,0,0.0,0.0,0,1
4864,118458,1,0,2.81,13,,0,0.0,0.0,0,1
4865,118550,1,0,2.13,0,0.0,2,0.0,0.0,6,1
4866,118557,0,0,6.56,10,,0,14.5,0.8,7,1
4867,118598,1,0,3.34,0,0.0,1,3.6,0.3,4,1
4868,118635,0,0,1.56,22,,0,0.0,0.0,0,1
4869,118673,1,1,2.11,50,,2,0.0,0.0,0,1
4870,118699,1,1,4.2,0,,1,0.3,0.0,0,1
4871,118724,1,1,7.87,21,0.46,0,26.5,2.9,0,0
4872,118730,1,0,7.87,30,1.33,0,57.0,2.2,0,0
4873,118746,1,0,3.54,13,,1,6.7,1.2,0,1
4874,118751,0,0,1.89,22,0.0,0,0.0,0.0,0,1
4875,118753,1,0,2.45,21,0.0,0,0.0,0.0,0,1
4876,118798,1,1,5.98,10,,0,0.0,0.0,0,1
4877,118879,0,0,1.05,13,,0,0.0,0.0,0,1
4878,118898,1,1,7.87,17,1.95,1,155.7,15.8,0,0
4879,118900,1,0,6.93,22,0.0,0,17.3,1.0,0,1
4880,118901,1,0,1.77,0,0.01,0,0.0,0.0,5,1
4881,118912,0,0,2.27,18,,0,0.0,0.0,0,1
4882,118922,1,1,7.87,13,1.51,0,111.7,6.5,1,0
4883,118986,0,0,1.27,0,,1,0.0,0.0,4,1
4884,118989,1,0,2.14,13,,0,0.0,0.0,0,1
4885,119011,1,1,7.87,21,0.45,0,21.8,1.2,0,0
4886,119040,0,0,4.02,13,,0,0.0,0.0,0,1
4887,119049,1,1,2.02,21,,1,0.0,0.0,0,1
4888,119065,1,0,4.73,20,,0,6.5,0.6,0,1
4889,119085,1,0,2.78,8,0.0,0,0.0,0.0,0,1
4890,119135,1,0,7.87,20,1.73,0,103.2,7.6,0,0
4891,119168,0,0,3.09,0,,1,14.8,0.9,5,1
4892,119222,1,0,5.04,27,,0,8.9,2.9,0,1
4893,119225,0,0,1.56,13,,0,0.0,0.0,0,1
4894,119236,1,1,2.59,23,,0,0.0,0.0,0,1
4895,119250,1,1,3.78,21,,0,1.8,0.1,0,1
4896,119253,1,1,5.75,23,,0,27.7,2.2,0,1
4897,119271,1,1,2.02,0,,0,0.0,0.0,1,1
4898,119276,0,0,2.23,3,0.95,0,0.0,0.0,7,1
4899,119333,1,0,7.87,19,1.59,0,115.0,16.9,0,0
4900,119369,1,1,7.87,25,0.26,1,87.5,11.8,0,0
4901,119434,1,0,2.27,0,,1,0.0,0.0,6,1
4902,119454,0,0,2.31,0,,0,0.0,0.0,4,1
4903,119479,0,0,1.77,0,,0,0.0,0.0,3,1
4904,119525,1,1,7.87,22,1.95,0,237.0,9.0,0,0
4905,119579,1,1,1.65,14,,0,0.0,0.0,0,1
4906,119596,1,1,7.87,20,0.27,0,84.9,7.4,0,0
4907,119608,1,1,2.0,0,,0,0.0,0.0,2,1
4908,119625,1,1,1.35,13,,0,0.0,0.0,0,1
4909,119657,0,0,2.38,37,,0,0.0,0.0,0,1
4910,119663,0,0,1.11,13,,0,1.4,0.1,0,1
4911,119679,0,0,3.35,21,,0,2.9,0.3,0,1
4912,119725,0,0,2.13,19,0.0,0,0.0,0.0,0,1
4913,119839,1,1,3.73,0,,0,0.9,0.1,2,1
4914,119855,1,0,2.9,17,0.29,0,0.0,0.0,0,1
4915,119887,1,1,7.17,18,,0,6.7,0.3,0,1
4916,119909,0,0,2.07,12,,0,0.0,0.0,0,1
4917,119948,1,0,2.02,26,,0,0.0,0.0,0,1
4918,119960,1,1,7.87,17,1.93,0,0.8,0.4,0,0
4919,119968,1,1,4.55,16,0.0,0,5.7,0.4,0,1
4920,119975,1,1,7.87,15,1.13,1,45.3,4.3,0,0
4921,120023,1,1,5.82,10,,0,3.2,0.2,4,1
4922,120029,1,1,5.22,26,0.0,0,22.5,1.3,0,1
4923,120069,1,1,7.87,18,1.59,0,86.2,4.8,0,0
4924,120080,1,0,3.93,35,,0,22.8,1.5,0,1
4925,120091,1,1,7.87,21,0.41,1,77.5,5.0,0,0
4926,120113,1,0,4.0,22,,3,14.9,2.4,0,1
4927,120123,1,0,1.56,0,,0,0.0,0.0,2,1
4928,120137,1,1,2.53,0,,0,0.0,0.0,7,1
4929,120222,1,1,1.01,0,,0,0.0,0.0,1,1
4930,120226,1,1,7.87,21,0.2,0,55.5,8.4,0,0
4931,120233,1,0,4.44,20,,0,16.6,1.1,0,1
4932,120271,1,1,1.71,0,0.0,0,0.0,0.0,6,1
4933,120273,1,0,7.87,25,0.15,0,60.7,4.6,0,0
4934,120303,1,0,1.49,14,,0,0.0,0.0,0,1
4935,120326,1,1,1.88,2,0.0,0,0.0,0.0,0,1
4936,120333,0,0,5.56,20,,0,10.9,0.6,0,1
4937,120343,1,0,7.87,20,1.59,0,34.9,5.0,0,0
4938,120365,1,0,1.4,14,,0,0.0,0.0,0,1
4939,120366,1,0,3.55,0,0.0,0,0.1,0.0,0,1
4940,120392,0,0,1.47,14,,0,0.0,0.0,0,1
4941,120396,1,1,2.67,20,,0,0.0,0.0,0,1
4942,120398,1,0,4.7,24,,0,46.7,13.2,0,1
4943,120406,1,1,2.0,0,0.0,2,0.0,0.0,6,1
4944,120416,0,0,4.85,20,,1,4.1,0.3,0,1
4945,120423,1,0,7.87,22,0.97,0,16.6,0.9,0,0
4946,120464,1,0,7.87,12,0.89,0,0.0,0.0,0,0
4947,120504,1,0,7.87,21,0.1,1,63.6,7.2,0,0
4948,120591,1,0,5.92,18,0.0,0,21.2,1.6,0,1
4949,120617,1,1,2.1,0,,0,0.0,0.0,0,1
4950,120629,1,1,1.55,0,0.0,0,0.0,0.0,0,1
4951,120651,0,0,7.86,28,,1,65.2,5.6,0,0
4952,120687,1,1,7.86,20,0.38,1,115.5,3.8,0,0
4953,120697,1,1,3.7,0,,0,4.3,0.1,4,1
4954,120702,1,1,2.33,0,,0,0.0,0.0,7,1
4955,120703,0,0,3.11,21,,0,6.5,1.3,0,1
4956,120722,0,0,7.86,41,0.15,0,163.0,7.4,0,0
4957,120731,1,1,2.03,22,,0,0.0,0.0,0,1
4958,120738,1,0,5.01,19,,0,25.2,2.5,0,1
4959,120782,1,0,4.95,10,,0,3.4,0.5,7,1
4960,120880,1,1,7.86,16,1.63,1,11.9,1.7,0,0
4961,120891,1,1,2.11,21,,0,0.0,0.0,0,1
4962,120895,0,0,1.33,23,,0,0.0,0.0,0,1
4963,120903,1,0,5.19,32,0.0,0,0.4,0.0,0,1
4964,120979,0,0,2.56,0,,0,0.0,0.0,0,1
4965,120998,0,0,7.86,25,0.39,0,2.6,0.8,0,0
4966,121014,1,0,7.86,21,0.16,0,202.3,25.6,0,0
4967,121022,1,0,7.09,30,0.0,0,12.2,0.6,0,1
4968,121030,1,0,1.55,0,,0,0.0,0.0,0,1
4969,121066,0,0,1.3,0,,0,0.0,0.0,0,1
4970,121072,1,0,3.41,0,,0,2.5,0.2,6,1
4971,121091,1,1,2.38,22,,0,0.0,0.0,0,1
4972,121097,1,1,1.63,10,,0,0.0,0.0,0,1
4973,121106,1,1,2.56,22,,0,0.0,0.0,0,1
4974,121115,1,0,7.86,24,,0,68.9,4.0,0,0
4975,121131,1,1,3.5,0,,1,4.6,0.3,3,1
4976,121165,1,1,7.86,25,0.29,2,91.9,8.5,0,0
4977,121173,1,1,7.86,24,0.77,0,200.8,15.3,0,0
4978,121181,0,0,4.29,22,,0,13.5,0.7,0,1
4979,121186,1,1,7.86,22,1.12,0,113.1,11.6,0,0
4980,121195,1,1,7.86,24,1.96,0,11.9,0.6,0,0
4981,121198,1,0,1.95,31,,2,0.0,0.0,3,1
4982,121242,0,0,1.54,0,,0,0.0,0.0,0,1
4983,121310,1,0,7.86,19,1.78,0,102.4,15.7,0,0
4984,121367,1,1,3.7,14,,0,3.8,0.1,0,1
4985,121410,1,0,1.61,22,1.56,0,0.0,0.0,0,1
4986,121422,1,1,2.52,0,,5,0.0,0.0,5,1
4987,121438,1,0,3.01,8,,0,0.0,0.0,0,1
4988,121460,1,0,4.05,18,,0,10.4,1.4,0,1
4989,121474,1,0,1.45,13,,0,0.0,0.0,0,1
4990,121482,0,0,1.62,16,,0,0.0,0.0,0,1
4991,121491,1,0,5.36,20,0.0,0,68.9,3.6,0,1
4992,121517,1,0,4.06,18,,0,4.2,0.2,0,1
4993,121530,1,1,4.38,19,,0,0.4,0.0,0,1
4994,121600,1,0,4.51,32,,0,22.7,6.6,2,1
4995,121601,1,0,3.17,13,,0,0.3,0.0,0,1
4996,121614,1,0,4.72,10,,2,1.2,0.1,2,1
4997,121637,0,0,4.36,22,,0,3.3,0.1,0,1
4998,121676,1,0,1.15,12,,0,0.0,0.0,0,1
4999,121682,0,0,3.47,14,,0,2.8,0.8,0,1
5000,121706,0,0,3.82,14,,0,14.5,1.3,0,1
5001,121740,1,0,2.42,21,,0,0.0,0.0,0,1
5002,121759,0,0,1.82,12,,0,0.0,0.0,0,1
5003,121765,0,0,2.54,13,,1,0.0,0.0,0,1
5004,121806,1,0,3.4,23,,0,8.5,0.3,0,1
5005,121816,1,1,2.18,28,,1,0.0,0.0,0,1
5006,121837,1,0,7.85,21,0.41,0,89.5,7.9,0,0
5007,121841,1,0,2.09,21,,0,0.0,0.0,0,1
5008,121843,1,0,7.85,60,,0,89.9,19.9,0,0
5009,121857,1,0,4.08,0,,0,2.0,0.3,5,1
5010,121865,1,1,7.85,17,1.76,0,21.4,1.8,0,0
5011,121873,0,0,1.61,11,,0,0.0,0.0,0,1
5012,121874,1,0,7.49,21,0.0,0,29.6,5.6,0,1
5013,121894,1,1,7.85,15,1.39,0,72.9,38.1,0,0
5014,121910,0,0,2.88,10,,0,0.0,0.0,0,1
5015,121956,0,0,4.49,18,,3,12.6,1.2,0,1
5016,121966,1,1,2.36,22,,1,0.0,0.0,0,1
5017,122039,1,0,3.45,22,,0,4.8,1.9,0,1
5018,122044,0,0,1.53,15,0.0,0,0.0,0.0,0,1
5019,122049,1,0,4.24,20,,0,13.8,0.9,0,1
5020,122071,1,0,1.78,13,,0,0.0,0.0,0,1
5021,122090,1,1,7.85,17,1.73,1,154.6,10.5,0,0
5022,122100,1,1,6.32,18,,0,9.1,1.2,0,1
5023,122111,0,0,1.61,24,0.0,0,0.0,0.0,0,1
5024,122133,0,0,7.85,21,1.76,1,103.8,5.1,0,0
5025,122154,1,0,1.24,14,1.79,1,0.0,0.0,0,1
5026,122289,0,0,2.59,13,,0,0.4,0.1,0,1
5027,122290,0,0,2.77,13,,0,0.0,0.0,0,1
5028,122385,0,0,1.05,14,,0,0.0,0.0,0,1
5029,122397,0,0,3.16,21,,0,0.1,0.0,0,1
5030,122401,1,0,1.23,15,1.93,0,0.0,0.0,0,1
5031,122402,1,1,7.84,22,0.02,0,107.4,6.9,0,0
5032,122446,0,0,1.04,12,,0,0.0,0.0,0,1
5033,122449,1,1,5.52,24,,0,38.4,1.3,0,1
5034,122459,1,1,1.78,22,0.0,0,0.0,0.0,0,1
5035,122469,1,0,3.19,18,,0,0.0,0.0,0,1
5036,122508,1,1,7.84,20,1.57,0,193.7,15.7,0,0
5037,122532,1,0,2.15,0,,0,0.0,0.0,0,1
5038,122553,1,1,7.84,15,1.51,2,112.3,15.7,2,0
5039,122597,0,0,2.07,18,,0,0.0,0.0,0,1
5040,122643,1,0,2.35,12,,1,0.0,0.0,0,1
5041,122658,0,0,1.99,20,,0,0.0,0.0,0,1
5042,122669,1,0,4.52,24,,0,52.0,2.1,0,1
5043,122692,0,0,6.62,10,,0,11.6,0.9,7,1
5044,122715,1,1,7.84,16,1.79,0,16.3,0.8,0,0
5045,122753,1,0,4.07,0,,0,8.8,1.1,4,1
5046,122779,1,0,7.84,22,0.92,0,79.6,13.4,0,0
5047,122826,1,0,3.52,18,,0,0.1,0.1,0,1
5048,122844,0,0,4.67,24,0.0,0,3.2,0.5,0,1
5049,122862,1,1,3.05,39,0.1,0,20.2,0.7,0,1
5050,122940,0,0,4.04,23,,0,6.0,0.7,0,1
5051,122944,0,0,1.03,12,,0,0.0,0.0,0,1
5052,122966,0,0,2.26,13,,0,0.0,0.0,0,1
5053,122973,1,1,2.13,0,,1,0.0,0.0,6,1
5054,122989,1,1,3.38,23,,0,11.8,3.8,0,1
5055,122991,1,1,1.52,0,,0,0.0,0.0,0,1
5056,123046,1,1,2.65,21,0.5,0,0.0,0.0,0,1
5057,123082,0,0,2.6,22,0.55,0,0.0,0.0,0,1
5058,123086,1,0,4.71,10,,0,0.2,0.0,0,1
5059,123159,0,0,1.61,23,0.0,0,0.0,0.0,0,1
5060,123176,1,0,3.78,15,,0,0.8,0.1,0,1
5061,123185,0,0,1.48,0,,1,0.0,0.0,0,1
5062,123199,1,1,7.83,15,1.51,0,22.7,2.1,0,0
5063,123202,0,0,1.16,13,0.0,0,0.0,0.0,0,1
5064,123258,0,0,4.93,21,,0,1.5,0.2,0,1
5065,123275,1,1,7.83,25,0.38,0,45.5,2.9,0,0
5066,123279,0,0,1.84,0,,0,0.0,0.0,6,1
5067,123289,1,0,1.91,0,,0,0.0,0.0,6,1
5068,123316,0,0,1.86,14,,0,0.0,0.0,0,1
5069,123334,1,0,1.07,0,,0,0.0,0.0,0,1
5070,123362,1,1,7.83,17,1.92,0,22.5,2.4,0,0
5071,123391,1,1,7.83,0,,0,40.3,4.5,0,0
5072,123408,1,1,4.6,14,,0,23.3,2.0,0,1
5073,123419,1,0,1.96,14,,0,0.0,0.0,0,1
5074,123444,1,1,6.07,28,,0,6.4,1.3,0,1
5075,123480,1,1,7.83,15,1.26,0,14.7,1.2,0,0
5076,123481,1,0,7.83,22,1.01,0,28.5,1.7,0,0
5077,123496,1,1,1.19,22,,4,0.0,0.0,0,1
5078,123524,0,0,1.04,23,,0,0.0,0.0,0,1
5079,123571,0,0,1.26,0,,2,0.0,0.0,7,1
5080,123649,1,0,4.36,20,,0,2.0,0.2,0,1
5081,123690,1,0,1.61,14,,0,0.0,0.0,0,1
5082,123781,1,0,2.29,14,,0,0.0,0.0,0,1
5083,123791,1,0,7.82,21,0.25,0,38.9,6.3,0,0
5084,123805,1,1,4.8,18,0.0,0,20.5,2.5,0,1
5085,123812,1,0,3.81,21,,0,12.2,0.9,0,1
5086,123818,0,0,3.59,0,,0,1.2,0.1,3,1
5087,123924,0,0,3.41,13,,0,9.8,0.6,0,1
5088,123958,0,0,3.49,13,,0,7.2,1.3,0,1
5089,123977,0,0,2.79,14,,0,0.0,0.0,0,1
5090,123981,0,0,0.98,13,,0,0.0,0.0,0,1
5091,124034,1,1,2.35,0,,0,0.0,0.0,0,1
5092,124097,0,0,7.64,24,,0,17.1,0.6,0,1
5093,124108,1,1,7.82,30,1.59,0,98.8,6.8,0,0
5094,124110,1,0,7.82,22,0.01,0,96.1,7.7,0,0
5095,124120,1,1,3.89,11,,0,4.7,0.4,0,1
5096,124141,1,1,2.62,17,0.0,0,0.0,0.0,0,1
5097,124142,0,0,1.83,11,,0,0.0,0.0,0,1
5098,124146,1,1,3.69,0,,0,7.8,0.9,7,1
5099,124172,1,0,3.21,12,,0,1.8,0.2,0,1
5100,124186,1,1,7.82,12,0.59,0,39.4,2.0,0,0
5101,124226,0,0,3.57,21,,2,6.7,0.8,0,1
5102,124237,1,0,2.0,22,,0,0.0,0.0,0,1
5103,124258,0,0,1.51,0,,0,0.0,0.0,0,1
5104,124301,0,0,3.07,13,,0,1.3,0.1,0,1
5105,124303,1,0,1.43,0,,0,0.0,0.0,1,1
5106,124310,0,0,1.07,24,,0,0.0,0.0,0,1
5107,124318,1,1,7.82,24,1.17,0,128.7,7.8,0,0
5108,124375,0,0,3.04,24,,0,0.0,0.0,0,1
5109,124400,1,0,5.04,20,,0,16.2,3.5,0,1
5110,124414,0,0,2.65,13,,0,0.0,0.0,0,1
5111,124430,0,0,1.05,28,,0,0.0,0.0,0,1
5112,124431,1,1,7.82,8,1.32,0,23.8,1.9,0,0
5113,124439,0,0,4.49,24,,0,13.1,0.8,0,1
5114,124469,1,0,4.42,22,,0,8.3,0.9,0,1
5115,124481,1,0,6.18,20,,1,15.6,0.8,0,1
5116,124534,0,0,3.36,24,,0,3.9,0.4,0,1
5117,124615,1,1,7.81,10,1.21,1,73.9,3.4,0,0
5118,124620,1,1,4.24,19,,0,4.9,0.6,0,1
5119,124716,1,0,3.06,20,,0,0.0,0.0,0,1
5120,124719,0,0,1.5,0,,0,0.0,0.0,1,1
5121,124730,1,1,5.35,25,,0,59.5,4.2,0,1
5122,124753,1,1,7.81,15,1.2,0,28.5,8.9,0,0
5123,124757,0,0,1.28,12,,0,0.0,0.0,0,1
5124,124844,1,1,2.21,49,,13,0.0,0.0,0,1
5125,124899,1,0,1.4,13,,1,0.0,0.0,0,1
5126,124923,0,0,1.58,0,,0,0.0,0.0,0,1
5127,124933,0,0,1.33,13,,0,0.0,0.0,0,1
5128,125003,0,0,1.38,13,,1,0.0,0.0,0,1
5129,125008,1,0,2.82,21,,0,0.0,0.0,0,1
5130,125052,1,0,1.9,22,0.0,0,0.0,0.0,0,1
5131,125053,1,0,2.48,13,,0,0.0,0.0,0,1
5132,125062,1,1,7.81,10,1.43,1,98.4,9.2,0,0
5133,125083,1,1,7.81,15,1.78,0,15.1,0.6,0,0
5134,125084,1,0,3.76,23,,0,10.1,0.6,0,1
5135,125100,1,0,7.81,18,1.58,4,45.8,2.2,0,0
5136,125125,1,1,7.81,12,0.32,0,3.4,0.4,0,0
5137,125177,1,1,7.81,22,0.05,3,69.7,11.8,0,0
5138,125180,1,1,7.81,15,1.38,0,34.5,4.6,0,0
5139,125200,1,1,2.79,13,,0,0.0,0.0,0,1
5140,125210,0,0,1.3,21,,0,0.0,0.0,0,1
5141,125224,1,1,3.41,53,,0,52.5,3.3,0,1
5142,125225,1,0,3.49,11,,0,4.6,0.6,0,1
5143,125229,1,0,7.81,21,0.36,0,87.4,4.3,0,0
5144,125249,1,0,5.36,19,0.0,0,47.8,4.6,0,1
5145,125269,1,0,4.55,20,,0,1.6,0.8,0,1
5146,125292,0,0,7.81,11,,0,,,0,0
5147,125302,0,0,1.13,12,1.99,0,0.0,0.0,1,1
5148,125350,0,0,4.8,24,0.0,0,0.0,0.0,0,1
5149,125359,1,1,3.16,11,,0,0.0,0.0,0,1
5150,125366,1,0,4.38,50,,3,97.8,5.0,0,1
5151,125380,0,0,1.46,0,,0,0.0,0.0,3,1
5152,125409,1,1,7.81,25,0.14,0,13.5,1.8,0,0
5153,125422,1,1,7.81,15,1.28,0,17.5,0.5,0,0
5154,125482,0,0,2.41,22,0.71,0,0.0,0.0,0,1
5155,125530,0,0,1.74,22,,0,0.0,0.0,0,1
5156,125559,1,1,7.81,22,1.29,0,74.9,9.2,0,0
5157,125570,0,0,3.65,22,,0,11.8,1.5,0,1
